Type,Date,Candle_Percent,MACD_Percent,Asset_Tag
CBullDivg_Hidden,2007-11-15 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2007-11-19 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2007-11-19 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2007-11-21 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2007-11-21 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2007-11-26 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2007-11-26 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2008-03-10 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2008-03-17 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2008-03-17 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2008-06-04 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2008-06-18 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2008-06-18 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2008-06-24 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2008-07-02 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2008-07-02 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2008-07-09 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2008-07-09 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2008-07-15 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2008-07-15 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2008-08-26 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2008-09-29 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2008-09-29 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2008-11-13 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2009-01-23 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2009-02-12 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2009-02-23 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2009-03-05 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2009-03-05 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2009-05-26 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2009-07-08 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2009-07-08 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2010-02-08 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2010-02-08 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2010-05-24 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2010-05-24 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2010-05-25 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2010-06-07 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2010-06-07 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2010-06-08 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2010-06-09 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2010-06-09 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2010-07-02 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2010-08-31 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2010-11-23 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2010-11-23 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2010-11-29 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2010-11-30 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2010-11-30 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2011-03-07 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2011-03-07 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2011-06-10 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2011-06-10 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2011-06-15 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2011-06-15 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2011-06-23 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2011-08-22 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2011-08-22 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2011-09-23 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2012-04-23 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2012-04-23 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2012-05-23 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2012-06-04 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2012-06-04 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2012-11-05 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2012-11-09 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2013-08-27 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2013-08-27 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2013-08-30 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2014-04-08 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2014-04-08 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2014-09-23 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2015-01-14 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2015-01-16 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2015-01-29 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2015-01-30 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2015-01-30 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2015-02-02 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2015-03-26 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2015-04-01 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2015-04-01 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2015-06-15 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2015-06-15 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2015-06-30 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2015-06-30 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2015-07-06 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2015-07-06 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2015-07-07 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2015-08-12 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2015-09-29 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2015-09-29 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2015-12-14 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2015-12-14 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2016-01-04 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2016-01-15 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2016-01-15 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2016-01-20 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2016-01-20 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2016-02-11 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2016-02-11 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2016-05-13 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2016-05-13 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2016-05-19 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2016-05-19 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2016-09-01 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2016-09-01 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2016-10-13 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2016-10-17 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2016-10-17 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2016-10-28 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2017-04-13 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2017-04-19 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2017-04-19 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2017-07-11 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2017-10-30 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2017-10-30 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2018-04-02 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2018-04-02 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2018-04-06 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2018-04-06 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2018-05-03 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2018-05-03 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2018-07-02 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2018-09-17 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2018-09-17 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2018-10-24 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2018-10-24 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2018-10-29 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2018-10-29 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2018-12-06 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2018-12-10 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2018-12-11 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2018-12-11 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2019-05-23 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2019-05-29 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2019-05-29 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2019-06-03 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2019-08-15 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2019-08-15 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2019-08-23 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2019-10-03 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2019-10-03 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2020-03-09 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2020-03-09 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2020-03-18 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2020-03-18 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2020-07-30 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2020-07-30 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2020-09-21 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2020-09-24 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2021-01-05 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2021-01-05 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2021-05-19 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2021-05-19 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2021-09-30 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2021-09-30 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2021-10-04 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2021-10-04 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2021-10-06 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2021-12-03 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2021-12-03 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2022-02-23 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2022-02-23 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2022-02-24 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2022-03-08 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2022-03-08 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2022-03-14 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2022-03-14 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2022-04-29 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2022-04-29 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2022-05-12 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2022-05-20 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2022-07-05 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2022-09-16 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2022-09-16 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2022-09-27 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2022-09-30 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2022-09-30 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2022-10-11 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2022-10-12 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2022-10-12 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2022-10-13 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2022-12-22 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2022-12-22 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2022-12-28 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2022-12-28 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2023-01-05 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2023-01-05 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2023-09-27 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2023-10-03 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2023-10-03 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2023-10-06 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2023-10-23 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2023-10-27 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2023-10-27 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2024-07-30 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2024-09-11 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2025-01-02 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2025-01-02 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2025-01-13 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2025-01-13 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2025-03-13 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Hidden,2025-03-13 00:00:00+00:00,0.4,3.25,sp500_stooq
CBullDivg_Classic,2025-03-31 00:00:00+00:00,0.4,3.25,sp500_stooq
