window,candle_tolerance,macd_tolerance,classic_count,neg_macd_count
2,0.1,1.25,0,0
2,0.1,3.25,0,0
2,0.1,5.25,0,0
2,0.6,1.25,0,0
2,0.6,3.25,0,0
2,0.6,5.25,0,0
5,0.1,1.25,0,0
5,0.1,3.25,0,0
5,0.1,5.25,0,0
5,0.6,1.25,0,0
5,0.6,3.25,0,0
5,0.6,5.25,0,0
8,0.1,1.25,0,0
8,0.1,3.25,0,0
8,0.1,5.25,0,0
8,0.6,1.25,0,0
8,0.6,3.25,0,0
8,0.6,5.25,0,0
