date,open,high,low,close,volume
2020-08-10 00:00:00+0000,2.85,4.1387,2.8433,3.3885,8187688.49
2020-08-17 00:00:00+0000,3.3885,3.7092,2.7431,3.25,9652951.03
2020-08-24 00:00:00+0000,3.2658,4.7117,3.0001,4.4309,12907851.82
2020-08-31 00:00:00+0000,4.4127,4.9475,2.0926,3.0941,17419598.03
2020-09-07 00:00:00+0000,3.0785,3.8838,2.38,3.2603,20768444.34
2020-09-14 00:00:00+0000,3.2656,3.5393,2.36,2.8628,21784849.67
2020-09-21 00:00:00+0000,2.8628,3.2766,2.4689,3.1578,17519195.44
2020-09-28 00:00:00+0000,3.1557,3.2109,2.42,2.5202,8453746.68
2020-10-05 00:00:00+0000,2.5181,2.683,2.0123,2.4227,11599981.78
2020-10-12 00:00:00+0000,2.4228,2.7044,2.1071,2.215,8494533.99
2020-10-19 00:00:00+0000,2.2137,2.2148,1.76,1.7926,11363839.24
2020-10-26 00:00:00+0000,1.7925,1.8685,1.3163,1.608,12415550.34
2020-11-02 00:00:00+0000,1.6076,2.4975,1.2733,2.1558,23519422.82
2020-11-09 00:00:00+0000,2.1515,2.3257,1.825,2.0407,14691581.95
2020-11-16 00:00:00+0000,2.039,2.51,1.9858,2.1514,15950422.78
2020-11-23 00:00:00+0000,2.161,2.49,1.7212,1.9153,20076252.86
2020-11-30 00:00:00+0000,1.9184,2.2279,1.7956,1.8505,12222320.62
2020-12-07 00:00:00+0000,1.8515,1.899,1.4328,1.5701,11016590.41
2020-12-14 00:00:00+0000,1.5651,1.8064,1.521,1.5635,14519422.07
2020-12-21 00:00:00+0000,1.5605,1.62,1.0301,1.3037,13912383.89
2020-12-28 00:00:00+0000,1.3041,2.38,1.2867,2.1779,29363801.01
2021-01-04 00:00:00+0000,2.1789,3.8,1.86,3.449,99382756.33
2021-01-11 00:00:00+0000,3.4455,3.9876,2.5795,3.8268,49284362.55
2021-01-18 00:00:00+0000,3.8243,4.17,2.5295,3.6278,31391840.46
2021-01-25 00:00:00+0000,3.6287,4.805,3.4398,4.2525,30332723.44
2021-02-01 00:00:00+0000,4.2568,7.1438,4.1075,6.6976,31349616.82
2021-02-08 00:00:00+0000,6.6931,9.93,6.4554,8.7158,30881627.57
2021-02-15 00:00:00+0000,8.7234,11.85,7.5182,11.0753,27025531.09
2021-02-22 00:00:00+0000,11.0738,18.2052,9.1,13.0887,80809231.34
2021-03-01 00:00:00+0000,13.08,15.5469,11.9,13.8174,23811858.4
2021-03-08 00:00:00+0000,13.8174,16.5,12.996,14.4605,18841797.78
2021-03-15 00:00:00+0000,14.461,14.9793,13.0326,14.3372,11849108.36
2021-03-22 00:00:00+0000,14.3372,19.38,12.3043,18.0645,25943984.75
2021-03-29 00:00:00+0000,18.0645,25.5309,17.6439,23.7755,25202238.55
2021-04-05 00:00:00+0000,23.7755,29.0,21.7554,27.8517,26433735.85
2021-04-12 00:00:00+0000,27.8598,32.99,21.1,32.3358,27704451.37
2021-04-19 00:00:00+0000,32.3324,48.644,28.81,47.405,76094917.111
2021-04-26 00:00:00+0000,47.395,49.99,40.516,46.897,44742599.461
2021-05-03 00:00:00+0000,46.926,49.0,41.42,44.33,21870407.412
2021-05-10 00:00:00+0000,44.33,52.6,37.43,46.85,40325178.223
2021-05-17 00:00:00+0000,46.85,58.38,19.117,24.536,116157346.443
2021-05-24 00:00:00+0000,24.53,37.25,24.496,28.588,56261951.111
2021-05-31 00:00:00+0000,28.573,43.4,27.489,42.205,45263969.327
2021-06-07 00:00:00+0000,42.2,44.2,33.6,38.706,54892499.205
2021-06-14 00:00:00+0000,38.713,41.75,31.3,35.257,26578696.05
2021-06-21 00:00:00+0000,35.248,35.499,20.187,31.897,62820486.072
2021-06-28 00:00:00+0000,31.883,36.0,30.961,34.28,29683180.204
