date,open,high,low,close,volume,price_change,gain,loss,avg_gain,avg_loss,RS,RSI,EMA_12,EMA_20,EMA_26,EMA_50,EMA_100,EMA_200,macd,signal,macd_histogram,LM_High_window_1_CS,LM_High_window_2_CS,Level_1_High_window_1_CS,LM_Low_window_1_CS,LM_Low_window_2_CS,Level_1_Low_window_1_CS,LM_High_window_1_MACD,LM_High_window_2_MACD,LM_Low_window_1_MACD,LM_Low_window_2_MACD,Level_2_High_window_1_CS,Level_2_Low_window_1_CS,CBullD_gen,CBullD_neg_MACD
2017-09-01 00:00:00+0000,4689.89,4885.55,4654.88,4834.91,560.666366,110.02,110.02,0.0,63.28102,26.251377,2.410579,70.68,4469.7059,4392.1759,4363.6343,4319.9861,4299.9162,4291.6674,106.0716,36.4343,69.6373,0.0,0.0,0.0,0.0,0.0,0.0,4885.55,4885.55,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-02 00:00:00+0000,4796.16,4939.19,4286.87,4472.14,929.148595,-362.77,0.0,362.77,58.760947,50.288421,1.168479,53.88,4470.0804,4399.7915,4371.6717,4325.9529,4303.3266,4293.4632,98.4087,48.8292,49.5795,4939.19,4939.19,4939.19,0.0,4286.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-03 00:00:00+0000,4508.5,4714.76,4298.33,4509.08,691.216198,36.94,36.94,0.0,57.202308,46.696391,1.224983,55.06,4476.0803,4410.2,4381.8501,4333.1344,4307.4009,4295.6086,94.2302,57.9094,36.3208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-04 00:00:00+0000,4505.0,4527.49,3972.51,4100.11,1394.644614,-408.97,0.0,408.97,53.116429,72.573077,0.731903,42.26,4418.2387,4380.6676,4360.9805,4323.9962,4303.2962,4293.6634,57.2582,57.7792,-0.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-05 00:00:00+0000,4106.97,4484.99,3603.0,4366.47,1228.938157,266.36,266.36,0.0,68.348113,67.389286,1.014228,50.35,4410.2743,4379.3154,4361.3871,4325.6618,4304.5471,4294.3878,48.8872,56.0008,-7.1136,0.0,0.0,0.0,3603.0,3603.0,0.0,0.0,0.0,0.0,3603.0,0.0,0.0,0.0,0.0
2017-09-06 00:00:00+0000,4366.49,4662.87,4335.26,4619.77,807.363726,253.3,253.3,0.0,81.558962,62.575766,1.303363,56.59,4442.5044,4402.2159,4380.5266,4337.1955,4310.7892,4297.6255,61.9778,57.1962,4.7816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-07 00:00:00+0000,4619.77,4788.59,4438.19,4691.61,500.429975,71.84,71.84,0.0,80.86475,58.106068,1.391675,58.19,4480.8284,4429.7772,4403.5698,4351.0941,4318.3302,4301.5457,77.2586,61.2087,16.0499,0.0,4788.59,0.0,0.0,0.0,0.0,0.0,4788.59,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-08 00:00:00+0000,4691.66,4735.39,4028.93,4282.8,1132.255046,-408.81,0.0,408.81,75.088696,83.156349,0.902982,47.45,4450.3625,4415.7794,4394.6239,4348.4159,4317.6266,4301.3592,55.7386,60.1147,-4.3761,0.0,0.0,0.0,0.0,4028.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-09 00:00:00+0000,4282.8,4426.62,4150.06,4258.81,658.782952,-23.99,0.0,23.99,69.725218,78.930181,0.883378,46.9,4420.8928,4400.8299,4384.5636,4344.9019,4316.4619,4300.9358,36.3292,55.3576,-19.0284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-10 00:00:00+0000,4258.81,4283.0,3801.0,4130.37,660.373275,-128.44,0.0,128.44,64.744845,82.466597,0.785104,43.98,4376.197,4375.0718,4365.7344,4336.4889,4312.7769,4299.2386,10.4626,46.3786,-35.916,0.0,0.0,0.0,0.0,3801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-11 00:00:00+0000,4153.62,4334.43,4098.91,4208.47,699.989065,78.1,78.1,0.0,65.698785,76.576126,0.857954,46.18,4350.3929,4359.205,4354.0852,4331.4686,4310.7114,4298.3355,-3.6923,36.3644,-40.0567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-12 00:00:00+0000,4208.6,4394.59,4040.8,4163.72,879.630319,-44.75,0.0,44.75,61.006015,74.302831,0.821046,45.09,4321.674,4340.5874,4339.9841,4324.8902,4307.8007,4296.996,-18.3101,25.4295,-43.7396,0.0,4394.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-13 00:00:00+0000,4159.72,4165.38,3760.0,3944.69,913.462545,-219.03,0.0,219.03,56.648443,84.640486,0.669283,40.09,4263.6764,4302.8829,4310.7031,4309.9804,4300.6104,4293.4905,-47.0267,10.9383,-57.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-14 00:00:00+0000,3944.0,3993.0,3165.13,3189.02,1665.021543,-755.67,0.0,755.67,52.602126,132.571166,0.396784,28.41,4098.3447,4196.8007,4227.6154,4266.0211,4278.5987,4282.5007,-129.2707,-17.1035,-112.1672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3165.13,3165.13,0.0,0.0,0.0,0.0
2017-09-15 00:00:00+0000,3188.01,3856.0,2817.0,3700.0,1968.866492,510.98,510.98,0.0,85.343403,123.101797,0.693275,40.94,4037.0609,4149.4863,4188.5328,4243.8242,4267.1413,4276.7047,-151.4719,-43.9772,-107.4947,0.0,0.0,0.0,2817.0,2817.0,2817.0,0.0,0.0,0.0,0.0,0.0,2817.0,0.0,0.0
2017-09-16 00:00:00+0000,3674.01,3950.0,3470.66,3714.95,1297.563953,14.95,14.95,0.0,80.315303,114.308812,0.702617,41.27,3987.5054,4108.1019,4153.4526,4223.0841,4256.2068,4271.1151,-165.9472,-68.3712,-97.576,0.0,3950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-17 00:00:00+0000,3685.23,3748.21,3499.02,3699.99,682.17121,-14.96,0.0,14.96,74.578496,107.212468,0.695614,41.02,3943.2722,4069.2341,4119.8628,4202.5706,4245.1926,4265.4322,-176.5906,-90.0151,-86.5755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-18 00:00:00+0000,3690.0,4123.2,3690.0,4035.01,1030.006455,335.02,335.02,0.0,93.181461,99.554435,0.935985,48.35,3957.3857,4065.9747,4113.5774,4195.9996,4241.0306,4263.1395,-156.1917,-103.2504,-52.9413,0.0,4123.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
