date,open,high,low,close,volume
2010-09-28 05:30:00+05:30,328.95,333.15,328.65,330.65,1574737.5
2010-09-29 05:30:00+05:30,330.65,335.35,329.35,329.85,2168887.5
2010-09-30 05:30:00+05:30,329.85,333.2,328.65,331.45,2580630.0
2010-10-01 05:30:00+05:30,331.45,347.15,331.45,346.25,2970907.5
2010-10-04 05:30:00+05:30,346.3,353.6,346.3,348.65,2054527.5
2010-10-05 05:30:00+05:30,348.65,355.3,348.6,353.05,2152507.5
2010-10-06 05:30:00+05:30,356.65,357.55,353.6,355.45,2305282.5
2010-10-07 05:30:00+05:30,355.45,359.2,345.45,347.85,2171467.5
2010-10-08 05:30:00+05:30,347.9,350.35,343.2,344.8,1344457.5
2010-10-11 05:30:00+05:30,345.05,348.35,342.2,343.3,2265150.0
2010-10-12 05:30:00+05:30,343.2,345.2,335.4,339.35,1454212.5
2010-10-13 05:30:00+05:30,339.25,346.4,339.25,344.15,2052382.5
2010-10-14 05:30:00+05:30,344.55,348.0,340.25,340.8,1408335.0
2010-10-15 05:30:00+05:30,340.8,342.55,334.25,334.65,940125.0
2010-10-18 05:30:00+05:30,337.3,338.0,331.6,337.65,1834425.0
2010-10-19 05:30:00+05:30,337.85,339.6,331.5,332.5,3017415.0
2010-10-20 05:30:00+05:30,333.35,335.6,332.0,333.25,934830.0
2010-10-21 05:30:00+05:30,334.65,340.8,332.65,339.35,1026420.0
2010-10-22 05:30:00+05:30,340.15,341.15,334.2,336.2,819315.0
2010-10-25 05:30:00+05:30,339.85,340.65,336.0,336.65,906952.5
2010-10-26 05:30:00+05:30,336.65,338.35,331.45,331.8,918150.0
2010-10-27 05:30:00+05:30,331.85,334.25,329.1,331.6,1017727.5
2010-10-28 05:30:00+05:30,332.65,333.45,324.65,327.45,3044977.5
2010-10-29 05:30:00+05:30,330.15,332.65,324.25,325.75,1655617.5
2010-11-01 05:30:00+05:30,328.9,330.25,326.65,328.95,1132432.5
2010-11-02 05:30:00+05:30,330.1,330.1,326.65,327.85,822615.0
2010-11-03 05:30:00+05:30,329.45,335.15,328.75,331.85,1305967.5
2010-11-04 05:30:00+05:30,334.4,338.05,334.0,336.6,1763205.0
2010-11-05 05:30:00+05:30,338.35,338.45,338.05,338.4,18037.5
2010-11-08 05:30:00+05:30,338.25,339.45,335.4,337.05,918165.0
2010-11-09 05:30:00+05:30,338.65,338.65,335.5,336.9,986617.5
2010-11-10 05:30:00+05:30,336.95,337.35,329.65,330.0,1547392.5
2010-11-11 05:30:00+05:30,331.75,331.75,321.35,322.6,1921695.0
2010-11-12 05:30:00+05:30,322.55,323.3,316.95,317.5,1401397.5
2010-11-15 05:30:00+05:30,319.85,321.3,314.8,320.55,1308555.0
2010-11-16 05:30:00+05:30,321.2,321.35,309.65,310.15,1552132.5
2010-11-18 05:30:00+05:30,315.7,316.45,307.65,309.2,1584765.0
2010-11-19 05:30:00+05:30,310.65,310.95,297.4,300.5,1857952.5
2010-11-22 05:30:00+05:30,302.95,303.75,297.6,302.5,1322122.5
2010-11-23 05:30:00+05:30,302.95,302.95,296.05,301.35,1321980.0
2010-11-24 05:30:00+05:30,301.75,305.1,291.35,292.9,1895250.0
2010-11-25 05:30:00+05:30,293.85,296.05,285.35,288.0,3449482.5
2010-11-26 05:30:00+05:30,288.0,289.1,274.0,280.15,2764170.0
2010-11-29 05:30:00+05:30,280.8,292.45,279.5,287.35,2326222.5
2010-11-30 05:30:00+05:30,287.35,295.45,285.5,294.6,1745655.0
2010-12-01 05:30:00+05:30,295.85,296.55,290.95,295.3,1761075.0
2010-12-02 05:30:00+05:30,297.5,299.75,293.65,295.05,1265182.5
2010-12-03 05:30:00+05:30,297.15,298.25,293.2,295.85,1203135.0
2010-12-06 05:30:00+05:30,297.45,302.6,295.15,299.35,1526280.0
2010-12-07 05:30:00+05:30,298.0,302.0,296.1,299.15,1267777.5
2010-12-08 05:30:00+05:30,298.55,299.85,296.7,298.75,694875.0
2010-12-09 05:30:00+05:30,299.6,300.85,294.25,297.05,1455540.0
2010-12-10 05:30:00+05:30,294.95,306.35,287.6,304.7,948637.5
2010-12-13 05:30:00+05:30,305.2,312.4,303.35,312.15,1699755.0
2010-12-14 05:30:00+05:30,312.05,315.3,309.45,310.05,1394377.5
2010-12-15 05:30:00+05:30,309.85,310.35,307.45,309.05,764617.5
2010-12-16 05:30:00+05:30,310.0,310.55,298.8,308.45,1574077.5
2010-12-20 05:30:00+05:30,306.65,311.75,306.05,308.95,747525.0
2010-12-21 05:30:00+05:30,308.55,311.7,308.55,309.45,854692.5
2010-12-22 05:30:00+05:30,309.9,311.55,308.35,309.45,769807.5
2010-12-23 05:30:00+05:30,311.45,311.45,306.15,307.55,758512.5
2010-12-24 05:30:00+05:30,307.2,308.0,302.95,305.45,1125480.0
2010-12-27 05:30:00+05:30,305.2,308.4,304.65,306.0,688485.0
2010-12-28 05:30:00+05:30,306.65,307.05,300.65,306.55,506302.5
2010-12-29 05:30:00+05:30,306.65,307.7,303.8,307.35,958710.0
2010-12-30 05:30:00+05:30,308.35,312.8,308.0,311.2,957412.5
2010-12-31 05:30:00+05:30,313.05,315.05,308.65,311.05,1177492.5
2011-01-03 05:30:00+05:30,310.65,313.25,307.15,312.25,1131472.5
2011-01-04 05:30:00+05:30,312.4,313.65,309.75,310.45,1905585.0
2011-01-05 05:30:00+05:30,310.0,311.85,305.35,307.2,1072222.5
2011-01-06 05:30:00+05:30,309.2,312.65,304.3,307.15,1177095.0
2011-01-07 05:30:00+05:30,307.6,308.0,303.85,305.45,1219477.5
2011-01-10 05:30:00+05:30,305.35,305.35,289.5,291.6,1753635.0
2011-01-11 05:30:00+05:30,292.0,301.05,292.0,298.15,5910210.0
2011-01-12 05:30:00+05:30,300.8,301.05,295.75,299.35,2030640.0
2011-01-13 05:30:00+05:30,299.35,300.6,295.2,297.35,1102582.5
2011-01-14 05:30:00+05:30,299.25,299.45,290.4,292.5,1354747.5
2011-01-17 05:30:00+05:30,292.8,294.0,290.0,290.95,1274962.5
2011-01-18 05:30:00+05:30,292.65,293.45,291.35,292.65,740032.5
2011-01-19 05:30:00+05:30,293.65,293.85,287.05,291.2,908445.0
2011-01-20 05:30:00+05:30,290.8,292.3,286.65,290.4,2138700.0
2011-01-21 05:30:00+05:30,290.55,301.75,290.45,296.0,1977922.5
2011-01-24 05:30:00+05:30,296.25,304.55,295.35,302.95,1018065.0
2011-01-25 05:30:00+05:30,303.75,307.75,303.35,305.85,1075350.0
2011-01-27 05:30:00+05:30,308.0,308.4,296.8,298.95,2195482.5
2011-01-28 05:30:00+05:30,298.0,298.0,284.2,287.35,1397287.5
2011-01-31 05:30:00+05:30,283.35,297.55,282.2,294.95,1219567.5
2011-02-01 05:30:00+05:30,297.75,298.25,288.85,293.05,992872.5
2011-02-02 05:30:00+05:30,295.95,295.95,283.0,285.2,1730137.5
2011-02-03 05:30:00+05:30,287.2,292.85,284.3,292.5,1201432.5
2011-02-04 05:30:00+05:30,293.2,295.95,289.45,291.6,1973325.0
2011-02-07 05:30:00+05:30,292.15,296.15,288.4,293.45,2028240.0
2011-02-08 05:30:00+05:30,294.3,294.8,290.75,292.25,1114507.5
2011-02-09 05:30:00+05:30,290.5,291.15,271.35,280.0,2312002.5
2011-02-10 05:30:00+05:30,278.65,282.25,268.95,272.55,1901745.0
2011-02-11 05:30:00+05:30,271.0,274.65,266.4,271.5,1470292.5
2011-02-14 05:30:00+05:30,274.15,285.35,273.35,285.25,1480522.5
2011-02-15 05:30:00+05:30,285.35,286.95,274.8,275.75,1805017.5
2011-02-16 05:30:00+05:30,277.95,278.5,272.45,272.9,1455735.0
2011-02-17 05:30:00+05:30,273.6,278.65,270.8,278.15,2133240.0
2011-02-18 05:30:00+05:30,278.65,284.65,277.2,280.65,1452007.5
2011-02-21 05:30:00+05:30,280.25,284.0,277.85,281.35,1387807.5
2011-02-22 05:30:00+05:30,280.25,280.65,275.2,276.65,890797.5
2011-02-23 05:30:00+05:30,276.95,277.95,271.1,272.9,1133175.0
2011-02-24 05:30:00+05:30,271.45,274.9,265.35,266.65,1863487.5
2011-02-25 05:30:00+05:30,268.65,270.0,261.45,263.45,2033947.5
2011-02-28 05:30:00+05:30,265.55,272.45,261.5,267.75,1442707.5
2011-03-01 05:30:00+05:30,269.05,275.35,268.0,275.05,1439025.0
2011-03-03 05:30:00+05:30,273.95,284.65,272.55,283.1,1620262.5
2011-03-04 05:30:00+05:30,286.55,286.65,276.25,279.5,1665210.0
2011-03-07 05:30:00+05:30,276.65,276.95,268.45,270.05,1642237.5
2011-03-08 05:30:00+05:30,269.35,273.05,269.3,270.95,1326367.5
2011-03-09 05:30:00+05:30,273.6,274.1,271.55,272.15,1123897.5
2011-03-10 05:30:00+05:30,271.45,274.55,268.9,272.8,7083562.5
2011-03-11 05:30:00+05:30,271.45,271.6,262.0,262.95,3203677.5
2011-03-14 05:30:00+05:30,263.45,265.95,259.35,264.15,1174965.0
2011-03-15 05:30:00+05:30,259.75,259.95,254.65,254.95,2097975.0
2011-03-16 05:30:00+05:30,257.85,258.95,255.75,256.4,1513920.0
2011-03-17 05:30:00+05:30,253.6,262.5,253.6,262.25,1683285.0
2011-03-18 05:30:00+05:30,262.4,263.25,255.1,256.15,1665780.0
2011-03-21 05:30:00+05:30,257.25,258.0,255.2,256.05,1026577.5
2011-03-22 05:30:00+05:30,257.35,260.95,256.25,260.35,1331085.0
2011-03-23 05:30:00+05:30,259.75,266.55,259.15,265.6,1311532.5
2011-03-24 05:30:00+05:30,267.05,273.6,267.05,272.65,10647172.5
2011-03-25 05:30:00+05:30,277.85,280.25,275.0,279.95,5051625.0
2011-03-28 05:30:00+05:30,278.8,283.7,277.2,278.8,2135610.0
2011-03-29 05:30:00+05:30,279.1,281.05,274.0,275.6,1739790.0
2011-03-30 05:30:00+05:30,276.65,279.0,274.45,274.7,3684555.0
2011-03-31 05:30:00+05:30,276.25,279.6,274.2,274.9,3273217.5
2011-04-01 05:30:00+05:30,276.15,284.65,275.4,283.35,2149192.5
2011-04-04 05:30:00+05:30,282.7,293.2,280.1,290.15,2004210.0
2011-04-05 05:30:00+05:30,292.25,295.6,291.1,294.4,2691052.5
2011-04-06 05:30:00+05:30,295.35,299.55,292.05,294.0,1284787.5
2011-04-07 05:30:00+05:30,293.1,295.05,290.3,293.35,1352340.0
2011-04-08 05:30:00+05:30,293.35,294.95,289.5,294.15,1408230.0
2011-04-11 05:30:00+05:30,291.5,298.25,291.45,292.5,1087402.5
2011-04-13 05:30:00+05:30,291.6,298.55,290.0,298.4,1372740.0
2011-04-15 05:30:00+05:30,297.6,299.15,293.05,296.55,925567.5
2011-04-18 05:30:00+05:30,296.7,299.95,289.55,290.95,1496737.5
2011-04-19 05:30:00+05:30,290.9,291.1,281.4,284.25,1902255.0
2011-04-20 05:30:00+05:30,287.6,287.95,284.85,287.2,1352325.0
2011-04-21 05:30:00+05:30,288.65,289.45,273.1,273.3,3219817.5
2011-04-25 05:30:00+05:30,274.75,279.2,274.05,276.3,1173877.5
2011-04-26 05:30:00+05:30,278.0,278.0,272.55,276.6,1177305.0
2011-04-27 05:30:00+05:30,277.45,278.3,267.15,268.95,2469982.5
2011-04-28 05:30:00+05:30,269.95,270.4,263.35,265.2,2636670.0
2011-04-29 05:30:00+05:30,267.45,269.6,264.45,267.05,1529332.5
2011-05-02 05:30:00+05:30,269.0,269.15,265.5,268.2,1133572.5
2011-05-03 05:30:00+05:30,269.35,271.3,267.35,268.15,2241517.5
2011-05-04 05:30:00+05:30,269.85,271.95,268.6,270.0,926580.0
2011-05-05 05:30:00+05:30,271.05,272.4,265.35,266.5,1377225.0
2011-05-06 05:30:00+05:30,267.7,275.35,267.7,274.65,1324410.0
2011-05-09 05:30:00+05:30,276.3,276.9,272.15,273.6,680685.0
2011-05-10 05:30:00+05:30,274.0,275.8,270.25,271.4,791370.0
2011-05-11 05:30:00+05:30,272.55,275.2,272.0,274.4,767310.0
2011-05-12 05:30:00+05:30,274.5,275.15,268.3,269.85,1058662.5
2011-05-13 05:30:00+05:30,269.3,273.6,267.0,271.8,1040685.0
2011-05-16 05:30:00+05:30,272.0,275.25,270.15,273.35,786187.5
2011-05-17 05:30:00+05:30,269.35,276.65,269.35,274.0,1181535.0
2011-05-18 05:30:00+05:30,274.5,278.55,274.5,275.6,1716855.0
2011-05-19 05:30:00+05:30,276.0,277.2,273.05,274.65,1936267.5
2011-05-20 05:30:00+05:30,276.9,281.2,274.95,276.65,994140.0
2011-05-23 05:30:00+05:30,276.8,280.25,255.6,256.2,1778032.5
2011-05-24 05:30:00+05:30,257.85,263.8,255.5,259.6,2161612.5
2011-05-25 05:30:00+05:30,259.1,262.0,253.8,255.3,1526497.5
2011-05-26 05:30:00+05:30,257.35,257.95,252.0,257.25,1700085.0
2011-05-27 05:30:00+05:30,256.95,258.85,255.35,257.75,1204117.5
2011-05-30 05:30:00+05:30,260.0,260.45,256.4,257.45,1704300.0
2011-05-31 05:30:00+05:30,258.65,259.7,256.95,259.6,947827.5
2011-06-01 05:30:00+05:30,260.2,262.25,259.35,260.0,1222672.5
2011-06-02 05:30:00+05:30,258.65,259.3,257.15,257.8,1199580.0
2011-06-03 05:30:00+05:30,258.0,259.55,252.55,255.4,1405207.5
2011-06-06 05:30:00+05:30,255.35,255.75,252.55,255.35,850597.5
2011-06-07 05:30:00+05:30,254.9,255.45,253.5,254.4,1132597.5
2011-06-08 05:30:00+05:30,254.15,258.55,253.95,255.15,1334640.0
2011-06-09 05:30:00+05:30,255.45,258.8,255.45,258.0,939990.0
2011-06-10 05:30:00+05:30,258.0,258.75,255.7,256.2,888870.0
2011-06-13 05:30:00+05:30,256.0,257.7,254.1,256.8,759165.0
2011-06-14 05:30:00+05:30,257.35,259.85,257.35,259.35,3123352.5
2011-06-15 05:30:00+05:30,259.55,259.6,256.45,257.45,1408815.0
2011-06-16 05:30:00+05:30,256.15,259.75,255.35,259.35,738937.5
2011-06-17 05:30:00+05:30,258.3,260.25,257.15,258.0,987172.5
2011-06-20 05:30:00+05:30,258.65,259.0,252.35,255.6,1120312.5
2011-06-21 05:30:00+05:30,256.65,256.85,249.6,255.2,1341472.5
2011-06-22 05:30:00+05:30,256.0,257.2,252.0,256.7,969825.0
2011-06-23 05:30:00+05:30,255.75,255.75,252.65,253.3,983265.0
2011-06-24 05:30:00+05:30,254.65,263.05,253.15,258.65,2174662.5
2011-06-27 05:30:00+05:30,258.8,263.85,256.85,261.85,987390.0
2011-06-28 05:30:00+05:30,263.6,267.95,262.65,267.5,1188727.5
2011-06-29 05:30:00+05:30,269.25,275.05,268.65,272.4,2001945.0
2011-06-30 05:30:00+05:30,272.55,274.9,269.0,274.0,1330372.5
2011-07-01 05:30:00+05:30,274.65,276.0,272.25,273.35,820305.0
2011-07-04 05:30:00+05:30,274.8,276.65,270.95,272.8,579502.5
