date,open,high,low,close,volume
2004-09-22 05:30:00+05:30,52.45,53.75,51.0,53.65,16232.0
2004-09-23 05:30:00+05:30,53.65,54.25,52.0,53.0,24750.0
2004-09-24 05:30:00+05:30,53.0,53.0,51.9,52.15,6787.0
2004-09-27 05:30:00+05:30,51.95,52.25,50.7,50.9,6499.0
2004-09-28 05:30:00+05:30,50.5,51.6,50.5,50.8,3734.0
2004-09-29 05:30:00+05:30,51.5,51.5,50.5,51.1,3793.0
2004-09-30 05:30:00+05:30,52.2,52.2,51.1,51.3,11051.0
2004-10-01 05:30:00+05:30,51.65,53.6,51.1,53.2,8585.0
2004-10-04 05:30:00+05:30,54.4,54.9,53.2,54.1,17169.0
2004-10-05 05:30:00+05:30,54.5,56.6,53.55,56.2,25892.0
2004-10-06 05:30:00+05:30,57.0,60.0,56.3,56.85,49516.0
2004-10-07 05:30:00+05:30,56.0,57.45,55.9,56.8,14818.0
2004-10-08 05:30:00+05:30,57.2,58.15,56.7,57.8,22379.0
2004-10-11 05:30:00+05:30,57.9,58.2,57.05,57.5,10790.0
2004-10-12 05:30:00+05:30,57.5,57.75,55.4,55.65,10656.0
2004-10-14 05:30:00+05:30,56.0,56.2,54.9,56.05,6697.0
2004-10-15 05:30:00+05:30,56.05,56.45,55.5,56.0,4689.0
2004-10-18 05:30:00+05:30,56.3,56.3,55.05,55.5,4372.0
2004-10-19 05:30:00+05:30,55.45,55.55,53.9,55.5,7072.0
2004-10-20 05:30:00+05:30,55.4,56.3,54.85,55.5,6669.0
2004-10-21 05:30:00+05:30,55.4,55.65,54.4,54.95,4326.0
2004-10-25 05:30:00+05:30,54.25,55.0,52.7,53.1,5586.0
2004-10-26 05:30:00+05:30,53.7,53.75,52.25,53.4,7776.0
2004-10-27 05:30:00+05:30,53.75,53.75,52.8,53.3,3969.0
2004-10-28 05:30:00+05:30,53.6,53.9,52.35,52.8,8836.0
2004-10-29 05:30:00+05:30,53.15,53.15,50.35,50.85,17509.0
2004-11-01 05:30:00+05:30,50.35,53.25,49.1,53.2,11736.0
2004-11-02 05:30:00+05:30,51.0,56.6,51.0,56.25,28054.0
2004-11-03 05:30:00+05:30,56.9,61.35,56.5,61.15,67974.0
2004-11-04 05:30:00+05:30,60.85,62.7,60.7,61.05,36392.0
2004-11-05 05:30:00+05:30,66.0,66.0,59.7,62.95,36944.0
2004-11-08 05:30:00+05:30,63.7,63.75,61.8,62.0,12212.0
2004-11-09 05:30:00+05:30,62.0,62.3,59.6,60.1,15263.0
2004-11-10 05:30:00+05:30,60.55,61.75,60.0,60.9,9332.0
2004-11-11 05:30:00+05:30,60.6,61.7,59.85,60.6,10608.0
2004-11-12 05:30:00+05:30,61.2,61.75,60.75,61.0,2276.0
2004-11-16 05:30:00+05:30,61.15,66.65,61.15,66.5,37149.0
2004-11-17 05:30:00+05:30,67.0,70.1,66.45,69.9,54787.0
2004-11-18 05:30:00+05:30,70.25,71.7,68.6,69.55,40279.0
2004-11-19 05:30:00+05:30,70.8,76.9,69.1,71.65,85232.0
2004-11-22 05:30:00+05:30,71.0,74.5,69.15,72.8,37896.0
2004-11-23 05:30:00+05:30,73.1,74.65,68.75,71.8,36400.0
2004-11-24 05:30:00+05:30,71.95,72.65,70.25,70.3,28182.0
2004-11-25 05:30:00+05:30,72.25,74.4,71.4,72.55,37647.0
2004-11-29 05:30:00+05:30,74.4,78.15,71.5,77.0,43749.0
